Year,Industry,Robots_Adopted,Productivity_Gain,Cost_Savings,Jobs_Displaced,Training_Hours
2025,Food & Beverage,8669,8.75,212.1,3903,500
2015,Energy,1531,17.02,232.31,570,103
2017,Aerospace,2207,16.28,182.15,946,430
2025,Energy,6501,14.45,202.13,2173,210
2020,Construction,6679,12.85,39.85,1896,258
2025,Automotive,1927,8.08,241.63,462,465
2022,Healthcare,3498,25.37,149.92,1497,295
2020,Logistics,5200,21.79,422.78,2466,278
2025,Logistics,3568,9.65,297.81,1013,447
2016,Electronics,6224,8.75,33.42,1387,260
2019,Healthcare,6696,29.48,31.06,1910,191
2022,Aerospace,1007,9.2,335.0,328,134
2022,Energy,107,5.5,138.04,11,112
2016,Food & Beverage,1006,26.17,372.96,319,72
2016,Aerospace,5995,23.58,495.92,556,163
2024,Agriculture,2491,8.76,339.03,375,121
2025,Pharmaceutical,337,21.82,275.13,20,370
2017,Food & Beverage,585,17.25,356.74,217,103
2025,Food & Beverage,8208,21.03,214.13,3416,302
2024,Automotive,1387,26.89,100.39,527,142
2015,Electronics,8002,26.53,493.68,2163,89
2022,Construction,3050,5.3,355.7,925,108
2020,Construction,4908,25.69,20.98,2110,35
2017,Healthcare,1893,25.14,318.94,267,320
2017,Pharmaceutical,7988,8.68,451.08,567,159
2018,Logistics,6180,21.7,344.63,1208,39
2020,Construction,7862,28.27,191.38,2999,179
2017,Agriculture,7118,20.92,217.71,2770,108
2017,Healthcare,2169,19.57,487.84,331,463
2021,Healthcare,4883,13.47,346.94,1630,94
2022,Agriculture,2206,28.03,386.08,414,442
2020,Automotive,1016,21.41,475.74,365,461
2016,Automotive,3231,27.91,388.87,164,330
2018,Construction,2090,19.81,379.54,811,488
2025,Electronics,3401,8.26,383.52,816,341
2021,Food & Beverage,6248,7.07,161.91,1543,441
2022,Automotive,1051,14.72,435.37,30,241
2025,Pharmaceutical,6959,10.69,240.22,1256,320
2015,Pharmaceutical,1137,7.97,46.9,275,197
2016,Energy,3047,23.64,294.49,1321,477
2018,Construction,4176,5.3,161.78,727,252
2017,Automotive,5150,7.06,239.4,1150,232
2018,Electronics,6820,26.11,435.72,458,47
2021,Electronics,6766,24.32,279.39,951,451
2020,Construction,7685,6.11,68.47,3646,156
2021,Agriculture,5685,8.68,473.37,1349,288
2025,Construction,3107,6.5,86.13,814,179
2021,Pharmaceutical,2785,20.87,179.95,1108,471
2021,Energy,7119,28.12,411.49,2917,69
2025,Pharmaceutical,7688,26.19,232.32,3192,495
2025,Logistics,4086,8.96,2.4,924,272
2022,Healthcare,1874,25.72,99.39,500,123
2023,Construction,8318,21.47,220.62,2152,328
2021,Automotive,1383,28.89,326.24,552,438
2019,Construction,5235,21.44,265.54,433,443
2023,Food & Beverage,1776,10.41,449.16,38,62
2022,Electronics,6876,27.05,453.5,1072,468
2020,Energy,677,14.31,481.2,62,488
2019,Agriculture,1548,22.29,159.86,214,429
2021,Logistics,2598,10.93,21.06,627,36
2016,Food & Beverage,4610,14.57,28.56,1129,95
2015,Automotive,2325,18.09,84.57,539,27
2021,Agriculture,9953,9.19,9.06,1869,406
2024,Pharmaceutical,7898,16.77,270.41,435,365
2025,Logistics,7878,28.4,37.6,1695,496
2015,Agriculture,8272,23.02,40.93,3383,498
2021,Aerospace,7412,5.91,280.22,2993,109
2024,Energy,738,29.78,385.26,86,251
2019,Construction,3931,18.97,388.31,1793,316
2023,Healthcare,3357,27.76,41.38,1019,382
2023,Automotive,4832,14.56,203.66,1887,31
2016,Healthcare,1362,12.59,283.7,594,361
2024,Agriculture,9412,10.17,409.99,1067,246
2022,Pharmaceutical,5991,18.55,283.47,290,393
2022,Agriculture,1354,21.86,368.11,423,168
2017,Agriculture,1320,18.76,32.36,570,370
2018,Agriculture,4762,10.25,486.26,312,280
2016,Automotive,6780,24.71,474.62,1223,460
2015,Electronics,1742,13.69,45.33,437,295
2018,Healthcare,523,29.48,410.86,260,333
2016,Logistics,7670,5.43,121.76,1256,302
2025,Automotive,4279,10.65,260.92,392,10
2021,Logistics,3158,26.39,90.23,422,411
2023,Healthcare,9576,5.2,116.72,4013,165
2016,Logistics,3151,24.14,422.57,628,59
2019,Electronics,7853,5.19,152.53,2756,222
2024,Food & Beverage,9893,6.67,431.75,3933,232
2025,Logistics,8261,21.56,296.43,2325,177
2018,Construction,9756,14.2,491.24,3660,363
2020,Pharmaceutical,369,13.81,32.63,100,245
2025,Healthcare,3185,19.53,280.72,1150,342
2015,Construction,6697,17.9,259.1,1049,279
2018,Pharmaceutical,634,9.19,186.54,216,345
2019,Food & Beverage,1471,11.55,480.61,711,267
2023,Automotive,2290,20.72,34.76,1100,417
2019,Logistics,4207,15.99,202.49,1393,37
2018,Logistics,2486,16.08,207.89,934,31
2024,Aerospace,7663,13.75,472.57,213,458
2021,Pharmaceutical,876,6.86,218.96,51,149
2022,Logistics,2457,25.27,237.33,490,186
2025,Pharmaceutical,3656,23.38,119.4,335,60
2023,Aerospace,6596,9.06,297.54,2658,158
2025,Automotive,526,14.49,195.18,227,298
2023,Logistics,1713,27.85,40.78,772,252
2023,Logistics,1049,10.29,301.1,49,78
2015,Healthcare,1098,18.91,491.09,341,432
2023,Pharmaceutical,2928,12.47,296.08,98,68
2020,Agriculture,5402,16.61,297.85,1765,53
2016,Automotive,7048,18.59,218.24,1077,264
2017,Logistics,8595,13.31,73.64,1882,468
2018,Aerospace,5022,10.48,188.07,2411,472
2015,Healthcare,1569,11.89,138.61,123,201
2024,Logistics,7809,9.84,208.98,1616,139
2023,Electronics,7895,7.3,261.09,47,244
2021,Aerospace,6139,29.82,393.11,541,476
2016,Electronics,8259,22.74,253.6,2839,175
2024,Logistics,6049,21.73,111.0,1987,223
2017,Automotive,9868,17.83,76.23,3259,415
2023,Energy,6005,17.54,85.72,1460,78
2024,Automotive,7946,7.67,477.27,981,316
2025,Healthcare,3231,18.17,370.68,1233,166
2017,Agriculture,7789,22.15,233.32,952,368
2019,Agriculture,1607,6.45,153.69,766,73
2020,Pharmaceutical,5618,24.27,409.0,2735,88
2016,Agriculture,1467,12.09,316.67,560,294
2025,Healthcare,9192,17.92,120.43,2718,318
2023,Automotive,6027,13.03,110.97,1288,55
2019,Energy,8370,29.32,413.85,320,183
2023,Automotive,8593,16.05,144.78,1353,442
2021,Automotive,4573,27.6,429.11,1724,248
2020,Pharmaceutical,3496,16.81,300.23,64,120
2018,Pharmaceutical,2082,29.47,306.44,910,237
2020,Logistics,159,26.44,143.92,15,23
2017,Healthcare,5778,20.93,498.96,239,97
2025,Agriculture,8771,16.1,449.09,2866,153
2025,Energy,4457,9.48,462.03,213,210
2019,Healthcare,9035,14.45,376.71,807,452
2016,Electronics,377,13.1,451.44,144,294
2022,Agriculture,4727,22.61,86.53,1769,51
2018,Logistics,8178,15.42,172.19,18,111
2025,Agriculture,2206,15.98,71.99,883,98
2018,Healthcare,4558,26.13,57.24,313,480
2022,Food & Beverage,3161,13.99,194.35,1214,379
2020,Aerospace,4726,20.47,207.54,264,89
2021,Pharmaceutical,2339,7.42,343.98,122,426
2021,Agriculture,6815,9.42,369.05,2905,104
2021,Aerospace,3422,16.31,72.53,1263,459
2021,Construction,6708,23.07,265.04,287,345
2015,Automotive,773,23.97,408.98,46,196
2020,Electronics,876,12.8,172.74,271,490
2019,Healthcare,3285,7.52,43.29,879,243
2025,Logistics,5540,20.75,486.19,611,390
2016,Energy,3178,21.25,154.61,107,280
2016,Automotive,5437,9.91,251.92,2622,389
2015,Construction,9555,24.66,93.98,1433,492
2017,Healthcare,4092,15.91,480.6,1491,348
2025,Construction,615,22.44,228.17,159,189
2018,Aerospace,9637,29.84,209.89,3538,177
2021,Pharmaceutical,4493,27.28,184.67,1097,191
2016,Healthcare,2718,14.78,231.39,741,18
2022,Electronics,7056,23.35,390.17,1006,474
2023,Electronics,8932,27.03,149.75,2303,378
2017,Aerospace,2558,9.76,258.04,843,445
2016,Pharmaceutical,9452,11.08,82.95,4439,42
2024,Aerospace,4229,20.78,126.5,1842,272
2017,Energy,2876,5.62,350.63,861,196
2025,Automotive,6563,22.41,100.96,2191,242
2021,Automotive,3230,9.51,416.39,1456,458
2019,Construction,877,13.18,271.7,254,200
2015,Construction,5951,5.12,245.58,2024,69
2020,Pharmaceutical,7535,21.96,390.48,879,433
2016,Automotive,6971,20.76,261.01,385,200
2022,Pharmaceutical,8247,22.18,63.53,1448,252
2025,Electronics,1229,25.49,475.24,469,286
2025,Pharmaceutical,657,19.77,453.48,152,239
2017,Logistics,1904,7.82,248.9,15,69
2016,Healthcare,2172,9.14,366.95,926,413
2022,Food & Beverage,4835,20.3,293.98,935,106
2023,Automotive,3324,9.46,221.0,778,470
2022,Agriculture,389,15.28,303.46,37,258
2022,Pharmaceutical,2910,14.34,359.5,474,139
2017,Energy,5103,8.49,418.67,2492,364
2022,Agriculture,179,19.06,64.16,50,429
2021,Healthcare,3504,29.85,231.63,1165,102
2020,Energy,1959,9.06,151.57,863,437
2019,Logistics,3913,8.14,59.41,806,44
2016,Food & Beverage,1735,22.46,366.7,328,149
2015,Energy,6313,29.25,316.88,1824,21
2017,Aerospace,4414,8.43,478.65,1019,294
2016,Aerospace,9180,28.23,200.96,2192,37
2023,Logistics,4377,22.84,196.47,1588,291
2022,Energy,7051,28.89,147.82,2180,285
2018,Agriculture,5847,5.0,87.89,120,31
2022,Energy,365,17.88,269.34,38,287
2024,Electronics,3636,7.83,336.65,1005,189
2021,Construction,1492,5.47,176.27,475,270
2018,Logistics,6420,24.03,361.96,605,317
2019,Electronics,898,10.26,414.95,314,341
2016,Electronics,5564,20.41,97.67,1373,59
2022,Construction,9380,18.57,410.74,2091,83
2025,Construction,3072,15.56,236.25,992,82
2024,Agriculture,1315,18.48,276.13,583,336
2019,Healthcare,7115,27.47,22.88,2610,498
2018,Automotive,6486,21.2,145.01,2935,173
2019,Logistics,1898,20.01,102.85,911,433
2015,Aerospace,8413,26.05,196.17,3811,186
2022,Healthcare,9804,5.64,138.38,40,338
2015,Energy,4889,14.06,482.16,2054,214
2023,Electronics,4696,14.6,408.15,1517,112
2015,Construction,7159,12.59,464.4,1874,195
2015,Construction,1877,21.84,307.87,643,399
2022,Food & Beverage,7536,6.13,167.63,339,469
2025,Energy,4189,6.28,33.86,868,177
2015,Healthcare,1398,6.36,461.8,41,260
2016,Pharmaceutical,3266,22.45,320.38,313,70
2023,Agriculture,317,29.41,413.89,134,450
2025,Agriculture,2148,25.3,60.65,18,143
2025,Logistics,1814,15.38,303.27,721,17
2024,Automotive,5938,20.98,3.89,2463,247
2023,Energy,672,24.24,329.1,170,111
2025,Pharmaceutical,1542,23.42,35.02,502,272
2024,Healthcare,1065,19.56,433.38,281,154
2015,Aerospace,3635,5.86,467.85,156,417
2024,Electronics,6259,26.19,260.1,1286,342
2021,Logistics,6404,17.12,176.69,2733,53
2021,Electronics,6020,9.99,78.68,95,43
2025,Aerospace,2173,28.25,45.55,567,112
2016,Agriculture,9337,8.33,166.14,831,158
2015,Agriculture,5278,8.14,82.91,2341,28
2022,Agriculture,2383,20.73,379.5,737,94
2022,Agriculture,2360,5.78,103.55,277,241
2017,Automotive,4887,27.08,466.54,22,268
2018,Aerospace,7943,5.61,22.81,3860,295
2019,Construction,847,20.87,192.03,400,449
2021,Food & Beverage,6966,14.98,197.63,2273,148
2020,Energy,9727,24.72,85.31,2766,97
2018,Logistics,5356,8.58,277.57,351,222
2024,Healthcare,4835,18.77,260.56,602,461
2025,Logistics,8584,17.76,148.64,2132,305
2024,Food & Beverage,7527,8.12,84.95,2087,148
2025,Automotive,8781,19.2,56.65,2827,448
2021,Healthcare,1417,22.49,422.1,143,22
2020,Automotive,516,29.25,78.24,114,497
2019,Electronics,6783,27.07,211.89,827,35
2015,Food & Beverage,384,29.46,30.41,154,243
2018,Electronics,2664,28.1,303.17,832,291
2016,Pharmaceutical,7537,19.41,20.7,3716,293
2020,Logistics,6838,28.26,468.44,25,15
2022,Logistics,8643,6.91,142.74,3826,180
2025,Healthcare,1459,10.03,434.45,60,458
2017,Agriculture,1133,7.43,418.33,179,190
2024,Automotive,1940,17.53,66.1,289,36
2018,Construction,4123,15.39,212.4,120,33
2022,Food & Beverage,5721,21.38,213.74,288,250
2024,Electronics,7080,19.18,393.45,1424,88
2019,Agriculture,994,25.21,61.34,345,87
2023,Food & Beverage,1925,13.18,455.81,333,405
2020,Agriculture,182,27.55,228.94,20,184
2015,Construction,9142,10.37,333.45,2349,309
2017,Food & Beverage,6021,8.44,335.62,1540,20
2019,Aerospace,9519,11.59,51.02,3191,368
2018,Healthcare,5303,13.12,216.66,1871,407
2022,Aerospace,6558,18.0,131.31,2235,149
2017,Energy,91,14.25,308.62,15,346
2020,Construction,348,24.46,376.9,32,176
2017,Food & Beverage,5127,14.42,1.49,2171,397
2018,Aerospace,4118,23.58,296.95,934,177
2025,Pharmaceutical,7401,17.18,187.64,896,306
2020,Pharmaceutical,3255,25.58,225.26,1616,83
2015,Food & Beverage,8560,20.86,184.76,3833,319
2022,Electronics,1902,7.71,212.64,491,32
2025,Pharmaceutical,9501,29.6,258.69,2394,276
2018,Pharmaceutical,5886,20.29,84.85,1024,420
2022,Automotive,7439,29.15,111.42,2821,219
2016,Automotive,5876,18.62,8.61,1006,255
2016,Automotive,6347,23.98,474.36,262,228
2016,Pharmaceutical,6685,29.65,184.14,2963,367
2016,Electronics,9867,29.27,384.62,4270,311
2025,Agriculture,9215,26.33,462.31,784,275
2018,Aerospace,6167,19.22,443.02,260,381
2024,Logistics,3188,14.16,281.11,51,131
2025,Food & Beverage,8015,8.49,31.92,2450,190
2015,Food & Beverage,7435,27.32,157.43,394,208
2016,Logistics,3762,20.24,318.13,649,229
2025,Automotive,6570,16.8,168.4,975,153
2022,Construction,4271,22.56,79.4,1262,479
2024,Construction,3223,9.79,193.8,1405,183
2017,Automotive,9322,19.22,227.54,514,49
2019,Healthcare,9593,29.22,154.08,1955,295
2023,Food & Beverage,5352,29.66,272.02,1366,468
2015,Electronics,8380,25.59,144.56,3843,92
2016,Healthcare,3113,5.02,67.51,1553,69
2024,Food & Beverage,1131,14.22,365.48,563,94
2024,Energy,2770,8.54,371.28,331,37
2016,Aerospace,7913,26.62,435.66,1966,34
2015,Pharmaceutical,6119,17.53,347.59,1996,320
2022,Food & Beverage,5961,27.44,195.38,1411,466
2017,Logistics,8418,16.88,6.2,4187,370
2019,Electronics,1669,19.66,62.28,493,402
2023,Construction,8022,10.93,215.99,3678,109
2015,Automotive,6971,21.3,486.28,3090,251
2019,Logistics,9386,12.63,198.51,678,236
2025,Energy,6296,12.42,319.93,550,484
2025,Logistics,8108,10.08,374.24,2372,229
2020,Logistics,7761,24.3,469.28,48,200
2022,Pharmaceutical,6870,6.21,27.5,1196,287
2016,Construction,308,15.67,475.94,104,203
2017,Construction,3365,28.92,208.61,484,28
2018,Construction,8900,24.54,443.46,2160,104
2016,Aerospace,7658,25.11,242.26,3459,122
2021,Construction,5523,12.41,405.51,1590,56
2019,Aerospace,5140,14.93,267.12,2402,471
2024,Automotive,694,11.35,183.75,137,258
2017,Aerospace,717,11.69,121.13,56,96
2015,Automotive,5757,10.98,418.08,2400,89
2025,Logistics,1857,18.2,400.11,770,462
2024,Energy,5890,18.51,448.67,138,10
2016,Healthcare,9143,29.54,299.94,1139,172
2025,Healthcare,7332,24.84,195.69,621,230
2018,Energy,6711,12.47,67.48,1646,388
2023,Pharmaceutical,1509,20.17,256.09,703,112
2016,Automotive,225,13.61,170.76,67,410
2019,Construction,7884,17.7,456.59,2139,396
2016,Automotive,373,13.02,413.29,79,158
2025,Energy,3160,5.67,263.26,275,32
2016,Logistics,4411,8.58,252.35,2176,85
2017,Aerospace,4010,16.52,115.46,934,243
2020,Agriculture,4973,18.95,303.46,751,183
2017,Energy,2044,15.58,299.66,300,297
2023,Automotive,3685,22.86,310.04,1711,13
2025,Healthcare,2046,26.52,151.88,985,278
2020,Logistics,2765,21.9,377.93,749,119
2018,Energy,2860,15.82,274.87,434,271
2020,Food & Beverage,5119,12.83,440.44,997,101
2025,Logistics,2877,24.71,85.52,1382,98
2021,Electronics,5550,26.12,330.07,1205,346
2018,Pharmaceutical,9234,8.91,12.38,4347,297
2023,Healthcare,8788,6.99,327.55,2783,158
2015,Electronics,8278,18.89,185.14,1924,85
2023,Logistics,6764,24.91,369.04,716,290
2022,Construction,7040,11.27,433.58,1315,412
2016,Energy,541,16.5,483.62,63,263
2019,Construction,9539,6.42,465.13,3355,243
2021,Healthcare,1256,13.09,8.65,120,404
2023,Automotive,5343,27.24,438.43,463,352
2021,Electronics,7086,11.1,256.3,3248,414
2024,Pharmaceutical,7457,5.46,60.68,456,168
2023,Healthcare,4611,21.02,382.76,1797,110
2021,Energy,7074,6.37,475.72,1150,250
2018,Construction,1399,13.61,305.59,465,187
2021,Pharmaceutical,3548,15.58,84.63,1244,392
2020,Healthcare,9646,28.55,128.48,562,109
2016,Healthcare,1643,9.12,491.39,5,157
2022,Construction,1412,11.37,172.85,106,281
2023,Logistics,4481,17.04,225.25,355,62
2020,Food & Beverage,743,19.41,113.79,68,463
2015,Agriculture,6869,22.79,356.83,1929,12
2019,Construction,8147,29.21,16.68,1722,332
2016,Electronics,5045,17.85,214.12,105,173
2023,Healthcare,7169,15.05,263.23,2579,413
2022,Energy,3134,12.77,150.36,1081,211
2024,Automotive,5196,14.26,313.91,2415,330
2022,Food & Beverage,4981,29.51,307.87,315,82
2017,Pharmaceutical,6088,8.19,19.24,1335,130
2016,Electronics,5820,23.74,148.9,2007,237
2018,Aerospace,8429,14.05,426.24,626,138
2021,Automotive,8501,10.61,166.94,3867,127
2015,Energy,1082,25.64,321.05,171,411
2017,Electronics,2007,14.74,393.15,296,89
2023,Automotive,1808,12.69,337.43,17,21
2015,Pharmaceutical,8980,20.48,423.43,3618,391
2021,Electronics,5724,11.12,188.88,17,359
2015,Aerospace,316,12.77,67.08,46,213
2019,Agriculture,389,14.39,193.49,161,274
2016,Automotive,2277,15.93,128.03,723,284
2018,Healthcare,7754,25.68,161.1,2036,452
2025,Pharmaceutical,520,16.06,76.88,48,343
2018,Pharmaceutical,4687,6.26,151.85,1072,405
2023,Logistics,993,16.77,76.74,130,317
2016,Logistics,5587,21.91,49.6,1804,227
2017,Logistics,8630,7.36,251.2,3059,39
2022,Energy,8050,14.07,485.69,1855,463
2019,Logistics,7463,24.5,213.44,1090,160
2019,Healthcare,4071,22.77,383.17,1825,334
2021,Food & Beverage,8288,14.58,233.79,717,262
2020,Construction,2520,27.58,351.05,1053,151
2021,Agriculture,6854,26.06,48.39,1617,116
2015,Logistics,1812,11.67,319.16,394,472
2023,Automotive,5674,17.38,108.37,1360,49
2021,Pharmaceutical,1405,20.31,487.16,411,110
2015,Logistics,9445,28.49,185.51,2517,149
2021,Aerospace,4185,12.79,126.46,121,472
2024,Electronics,6275,15.35,361.37,664,40
2019,Logistics,634,11.94,480.08,187,284
2017,Pharmaceutical,4331,11.16,435.16,706,466
2018,Logistics,1681,16.26,264.22,278,434
2020,Automotive,7660,7.74,198.59,2460,287
2017,Aerospace,4922,18.8,338.08,1151,173
2022,Aerospace,3574,28.92,380.68,649,45
2019,Energy,5190,9.98,371.6,919,184
2019,Automotive,7629,15.23,370.46,2837,333
2021,Automotive,7432,23.18,459.99,2974,106
2015,Energy,3126,22.12,457.98,905,464
2025,Automotive,5907,7.43,159.54,2234,77
2016,Food & Beverage,7666,22.52,389.71,1513,491
2018,Agriculture,2608,15.67,395.75,1009,206
2020,Energy,1578,26.38,292.24,446,406
2023,Construction,1830,27.43,147.53,731,329
2020,Aerospace,2108,6.44,15.28,659,368
2024,Construction,2932,19.94,216.96,589,150
2020,Logistics,2219,28.72,288.28,799,65
2020,Construction,4457,22.95,72.18,1627,328
2024,Healthcare,4930,19.94,5.97,1933,29
2025,Food & Beverage,4727,25.2,54.3,1280,375
2024,Automotive,8346,16.73,102.15,2243,89
2015,Energy,9386,25.61,257.7,3261,149
2022,Energy,2791,9.81,259.12,913,411
2023,Electronics,8026,11.66,272.41,933,293
2019,Energy,633,9.58,406.09,256,78
2021,Agriculture,9904,21.51,418.3,3855,462
2016,Construction,4791,10.22,378.1,1444,177
2019,Pharmaceutical,5818,21.48,186.18,1199,91
2017,Agriculture,9339,25.53,251.31,1808,383
2024,Electronics,6135,5.59,315.75,2109,384
2022,Aerospace,5277,7.97,370.37,843,263
2022,Food & Beverage,5962,13.64,422.02,2397,354
2023,Pharmaceutical,7719,28.63,460.97,3313,159
2024,Food & Beverage,6700,16.99,185.59,151,32
2015,Healthcare,8874,17.52,380.89,3584,182
2020,Energy,6268,23.96,212.73,1958,318
2019,Agriculture,1884,20.5,257.67,929,363
2019,Healthcare,392,5.25,115.1,180,109
2017,Agriculture,2588,10.04,403.0,930,35
2017,Pharmaceutical,5672,23.69,493.34,2601,414
2017,Energy,8016,26.6,39.57,2345,167
2020,Pharmaceutical,2596,25.24,488.48,840,18
2023,Food & Beverage,8235,15.03,318.1,2191,166
2024,Electronics,1197,27.98,28.92,112,125
2020,Electronics,4655,10.89,129.18,2076,408
2020,Aerospace,9951,9.61,373.34,1076,442
2016,Food & Beverage,3213,21.49,464.98,1109,381
2019,Healthcare,255,19.06,238.38,60,67
2017,Construction,8959,29.98,87.74,2211,478
2019,Automotive,3088,5.98,70.27,910,110
2015,Food & Beverage,6210,10.06,444.8,1656,250
2015,Energy,6431,9.31,315.22,3145,257
2016,Construction,8568,13.09,443.68,3049,231
2025,Electronics,1159,22.8,403.39,549,303
2017,Energy,7863,18.51,219.29,3634,378
2018,Electronics,4849,8.26,406.66,1824,89
2021,Electronics,5298,19.54,78.38,279,119
2022,Automotive,7030,7.21,174.9,432,279
2017,Electronics,4893,16.84,321.91,223,262
2024,Automotive,1162,14.96,470.5,423,317
2019,Construction,1672,18.57,197.97,437,171
2025,Construction,2593,29.62,430.8,50,25
2023,Construction,913,24.15,148.07,13,436
2017,Electronics,3516,20.66,493.12,1224,302
2022,Pharmaceutical,1922,26.54,66.1,647,158
2019,Energy,4607,15.42,418.07,1856,478
2016,Energy,5004,23.36,119.39,878,499
2016,Electronics,8049,13.89,202.25,963,458
2022,Agriculture,2461,15.16,95.42,675,421
2019,Electronics,4362,6.99,20.67,1366,339
2017,Energy,2899,5.37,490.57,1380,172
2022,Agriculture,4971,5.24,3.04,922,12
2016,Healthcare,3909,17.48,380.2,578,412
2017,Logistics,2077,23.04,492.77,96,385
2019,Pharmaceutical,5753,9.81,485.49,1995,483
2022,Construction,6611,17.82,307.37,1621,263
2018,Healthcare,8414,18.69,222.88,2066,446
2025,Aerospace,7279,21.41,201.95,1141,492
2019,Aerospace,7088,18.92,169.63,3145,79
2016,Agriculture,3996,7.56,223.27,255,125
2016,Food & Beverage,7580,10.57,134.98,1390,433
2018,Electronics,6250,24.12,468.97,1771,339
2025,Agriculture,6765,8.59,215.31,697,146
2021,Energy,2118,27.09,7.6,174,424
2022,Energy,2554,20.48,422.62,548,482
2017,Agriculture,859,21.09,433.89,353,67
2024,Logistics,5333,16.73,475.58,2059,478
2025,Automotive,1615,10.57,319.36,482,345
2019,Aerospace,3717,20.05,45.58,1273,75
2021,Agriculture,6862,24.9,101.29,749,311
2017,Food & Beverage,8013,12.06,91.63,3277,27
2017,Logistics,507,24.9,256.99,166,309
2024,Automotive,2145,12.89,170.48,603,218
2015,Logistics,9482,7.46,444.19,2684,418
2020,Energy,9513,9.68,499.02,4515,65
2019,Energy,1796,14.75,347.78,715,334
2019,Logistics,8688,22.43,234.69,2579,324
2016,Agriculture,5496,26.14,464.27,2471,54
2022,Automotive,561,21.0,214.11,53,456
2018,Agriculture,2223,20.2,323.15,902,456
2018,Food & Beverage,4939,22.79,19.58,228,35
